id,day,negaff,stress,neurotic,stress_personmean,negaff_personmean,neurotic_gmc,stress_gmc,stress_pmc,negaff_pmc
110,7,3.6,1.75,3.5,1.125,2.0375,-0.518421053,-0.270532581,0.625,1.5625
111,0,2.2,1.75,3.5,1.90625,3.179166667,-0.518421053,0.510717419,-0.15625,-0.979166667
111,1,3.6,1.5,3.5,1.90625,3.179166667,-0.518421053,0.510717419,-0.40625,0.420833333
111,2,3.133333333,2,3.5,1.90625,3.179166667,-0.518421053,0.510717419,0.09375,-0.045833334
111,3,3,2.25,3.5,1.90625,3.179166667,-0.518421053,0.510717419,0.34375,-0.179166667
111,4,3.7,1.75,3.5,1.90625,3.179166667,-0.518421053,0.510717419,-0.15625,0.520833333
111,5,3.7,2,3.5,1.90625,3.179166667,-0.518421053,0.510717419,0.09375,0.520833333
111,6,3,2.25,3.5,1.90625,3.179166667,-0.518421053,0.510717419,0.34375,-0.179166667
111,7,3.1,1.75,3.5,1.90625,3.179166667,-0.518421053,0.510717419,-0.15625,-0.079166667
112,0,1.9,1.25,2,0.71875,1.5875,0.981578947,-0.676782581,0.53125,0.3125
112,1,2,0.5,2,0.71875,1.5875,0.981578947,-0.676782581,-0.21875,0.4125
112,2,2.4,0.75,2,0.71875,1.5875,0.981578947,-0.676782581,0.03125,0.8125
112,3,1.5,0.5,2,0.71875,1.5875,0.981578947,-0.676782581,-0.21875,-0.0875
112,4,1.2,0.75,2,0.71875,1.5875,0.981578947,-0.676782581,0.03125,-0.3875
112,5,1.2,0.75,2,0.71875,1.5875,0.981578947,-0.676782581,0.03125,-0.3875
112,6,1.5,0.75,2,0.71875,1.5875,0.981578947,-0.676782581,0.03125,-0.0875
112,7,1,0.5,2,0.71875,1.5875,0.981578947,-0.676782581,-0.21875,-0.5875
113,0,1.6,0.5,2.5,0.1875,1.35,0.481578947,-1.208032581,0.3125,0.25
113,1,1.3,0,2.5,0.1875,1.35,0.481578947,-1.208032581,-0.1875,-0.05
113,2,1,0,2.5,0.1875,1.35,0.481578947,-1.208032581,-0.1875,-0.35
113,3,1.2,0,2.5,0.1875,1.35,0.481578947,-1.208032581,-0.1875,-0.15
113,4,1.6,0,2.5,0.1875,1.35,0.481578947,-1.208032581,-0.1875,0.25
113,5,1.6,1,2.5,0.1875,1.35,0.481578947,-1.208032581,0.8125,0.25
113,6,1.4,0,2.5,0.1875,1.35,0.481578947,-1.208032581,-0.1875,0.05
113,7,1.1,0,2.5,0.1875,1.35,0.481578947,-1.208032581,-0.1875,-0.25
114,0,5.1,3.25,3,1.208333333,2.5,-0.018421053,-0.187199248,2.041666667,2.6
114,2,1.8,0.25,3,1.208333333,2.5,-0.018421053,-0.187199248,-0.958333333,-0.7
114,3,2,0.5,3,1.208333333,2.5,-0.018421053,-0.187199248,-0.708333333,-0.5
114,4,3.2,1.5,3,1.208333333,2.5,-0.018421053,-0.187199248,0.291666667,0.7
114,5,1.7,1.5,3,1.208333333,2.5,-0.018421053,-0.187199248,0.291666667,-0.8
114,7,1.2,0.25,3,1.208333333,2.5,-0.018421053,-0.187199248,-0.958333333,-1.3
115,0,4.6,1,4,1,4.6,-1.018421053,-0.395532581,0,0
116,0,2.1,2.25,3,1.375,1.675,-0.018421053,-0.020532581,0.875,0.425
116,2,1.4,1,3,1.375,1.675,-0.018421053,-0.020532581,-0.375,-0.275
116,3,1.4,1,3,1.375,1.675,-0.018421053,-0.020532581,-0.375,-0.275
116,4,1.8,1.25,3,1.375,1.675,-0.018421053,-0.020532581,-0.125,0.125
117,0,2.4,1.5,2.5,1.625,2.275,0.481578947,0.229467419,-0.125,0.125
117,1,1.9,1.75,2.5,1.625,2.275,0.481578947,0.229467419,0.125,-0.375
117,2,2.3,1.25,2.5,1.625,2.275,0.481578947,0.229467419,-0.375,0.025
117,3,1.9,1.5,2.5,1.625,2.275,0.481578947,0.229467419,-0.125,-0.375
117,4,2.2,1.75,2.5,1.625,2.275,0.481578947,0.229467419,0.125,-0.075
117,5,2.2,1.25,2.5,1.625,2.275,0.481578947,0.229467419,-0.375,-0.075
117,6,1.8,2,2.5,1.625,2.275,0.481578947,0.229467419,0.375,-0.475
117,7,3.5,2,2.5,1.625,2.275,0.481578947,0.229467419,0.375,1.225
118,0,3.2,1.75,3,1.714285714,2.114285714,-0.018421053,0.318753133,0.035714286,1.085714286
118,2,1.8,1.75,3,1.714285714,2.114285714,-0.018421053,0.318753133,0.035714286,-0.314285714
118,3,1.9,1.5,3,1.714285714,2.114285714,-0.018421053,0.318753133,-0.214285714,-0.214285714
118,4,1.5,1.75,3,1.714285714,2.114285714,-0.018421053,0.318753133,0.035714286,-0.614285714
118,5,2.5,2.5,3,1.714285714,2.114285714,-0.018421053,0.318753133,0.785714286,0.385714286
118,6,2.2,1.5,3,1.714285714,2.114285714,-0.018421053,0.318753133,-0.214285714,0.085714286
118,7,1.7,1.25,3,1.714285714,2.114285714,-0.018421053,0.318753133,-0.464285714,-0.414285714
119,0,3.7,2,2,0.9375,1.55,0.981578947,-0.458032581,1.0625,2.15
119,1,1,0.5,2,0.9375,1.55,0.981578947,-0.458032581,-0.4375,-0.55
119,2,1.2,1.5,2,0.9375,1.55,0.981578947,-0.458032581,0.5625,-0.35
119,3,1.5,0.5,2,0.9375,1.55,0.981578947,-0.458032581,-0.4375,-0.05
119,4,1.4,1,2,0.9375,1.55,0.981578947,-0.458032581,0.0625,-0.15
119,5,1,0.5,2,0.9375,1.55,0.981578947,-0.458032581,-0.4375,-0.55
119,6,1,0.5,2,0.9375,1.55,0.981578947,-0.458032581,-0.4375,-0.55
119,7,1.6,1,2,0.9375,1.55,0.981578947,-0.458032581,0.0625,0.05
120,0,3.6,1.75,4,1.214285714,2.628571429,-1.018421053,-0.181246867,0.535714286,0.971428571
120,1,3.3,1.5,4,1.214285714,2.628571429,-1.018421053,-0.181246867,0.285714286,0.671428571
120,2,1.9,1,4,1.214285714,2.628571429,-1.018421053,-0.181246867,-0.214285714,-0.728571429
120,3,NA,1,4,1.214285714,2.628571429,-1.018421053,-0.181246867,-0.214285714,NA
120,4,2.7,1,4,1.214285714,2.628571429,-1.018421053,-0.181246867,-0.214285714,0.071428571
120,5,1.9,0.75,4,1.214285714,2.628571429,-1.018421053,-0.181246867,-0.464285714,-0.728571429
120,6,3,NA,4,1.214285714,2.628571429,-1.018421053,-0.181246867,NA,0.371428571
120,7,2,1.5,4,1.214285714,2.628571429,-1.018421053,-0.181246867,0.285714286,-0.628571429
121,0,2.2,1.5,1.5,1.285714286,1.775,1.481578947,-0.109818296,0.214285714,0.425
121,1,2.2,1.25,1.5,1.285714286,1.775,1.481578947,-0.109818296,-0.035714286,0.425
121,2,1.5,1,1.5,1.285714286,1.775,1.481578947,-0.109818296,-0.285714286,-0.275
121,3,1.8,1.25,1.5,1.285714286,1.775,1.481578947,-0.109818296,-0.035714286,0.025
121,4,1.4,NA,1.5,1.285714286,1.775,1.481578947,-0.109818296,NA,-0.375
121,5,1.7,1.75,1.5,1.285714286,1.775,1.481578947,-0.109818296,0.464285714,-0.075
121,6,1.8,1.25,1.5,1.285714286,1.775,1.481578947,-0.109818296,-0.035714286,0.025
121,7,1.6,1,1.5,1.285714286,1.775,1.481578947,-0.109818296,-0.285714286,-0.175
122,0,3.4,2.25,4,1.964285714,3.614285714,-1.018421053,0.568753133,0.285714286,-0.214285714
122,1,4,2,4,1.964285714,3.614285714,-1.018421053,0.568753133,0.035714286,0.385714286
122,2,3.5,2,4,1.964285714,3.614285714,-1.018421053,0.568753133,0.035714286,-0.114285714
122,3,4,2,4,1.964285714,3.614285714,-1.018421053,0.568753133,0.035714286,0.385714286
122,4,3.3,2,4,1.964285714,3.614285714,-1.018421053,0.568753133,0.035714286,-0.314285714
122,5,3.6,2,4,1.964285714,3.614285714,-1.018421053,0.568753133,0.035714286,-0.014285714
122,6,3.5,1.5,4,1.964285714,3.614285714,-1.018421053,0.568753133,-0.464285714,-0.114285714
123,0,3.6,2.25,4.5,1.375,3.3,-1.518421053,-0.020532581,0.875,0.3
123,1,4,2,4.5,1.375,3.3,-1.518421053,-0.020532581,0.625,0.7
123,2,2,0.75,4.5,1.375,3.3,-1.518421053,-0.020532581,-0.625,-1.3
123,3,3.1,1.25,4.5,1.375,3.3,-1.518421053,-0.020532581,-0.125,-0.2
123,4,3.1,1.75,4.5,1.375,3.3,-1.518421053,-0.020532581,0.375,-0.2
123,5,3,1,4.5,1.375,3.3,-1.518421053,-0.020532581,-0.375,-0.3
123,6,2.6,0.5,4.5,1.375,3.3,-1.518421053,-0.020532581,-0.875,-0.7
123,7,5,1.5,4.5,1.375,3.3,-1.518421053,-0.020532581,0.125,1.7
124,0,5,2.5,4,1.8,3.84,-1.018421053,0.404467419,0.7,1.16
124,2,2.5,1,4,1.8,3.84,-1.018421053,0.404467419,-0.8,-1.34
124,3,2.7,1.25,4,1.8,3.84,-1.018421053,0.404467419,-0.55,-1.14
124,4,5.2,2.5,4,1.8,3.84,-1.018421053,0.404467419,0.7,1.36
124,5,3.8,1.75,4,1.8,3.84,-1.018421053,0.404467419,-0.05,-0.04
125,0,4.8,2.25,3.5,2.1875,3.6625,-0.518421053,0.791967419,0.0625,1.1375
125,1,5.1,3,3.5,2.1875,3.6625,-0.518421053,0.791967419,0.8125,1.4375
125,2,3.5,1.75,3.5,2.1875,3.6625,-0.518421053,0.791967419,-0.4375,-0.1625
125,3,3.8,2,3.5,2.1875,3.6625,-0.518421053,0.791967419,-0.1875,0.1375
125,4,3.8,2,3.5,2.1875,3.6625,-0.518421053,0.791967419,-0.1875,0.1375
125,5,3.4,1.75,3.5,2.1875,3.6625,-0.518421053,0.791967419,-0.4375,-0.2625
125,6,2.6,2.5,3.5,2.1875,3.6625,-0.518421053,0.791967419,0.3125,-1.0625
125,7,2.3,2.25,3.5,2.1875,3.6625,-0.518421053,0.791967419,0.0625,-1.3625
126,0,3.3,1.75,3.5,1.535714286,2.8,-0.518421053,0.140181704,0.214285714,0.5
126,1,3.2,1,3.5,1.535714286,2.8,-0.518421053,0.140181704,-0.535714286,0.4
126,2,2.2,0.75,3.5,1.535714286,2.8,-0.518421053,0.140181704,-0.785714286,-0.6
126,3,2.2,1,3.5,1.535714286,2.8,-0.518421053,0.140181704,-0.535714286,-0.6
126,4,4.3,2.5,3.5,1.535714286,2.8,-0.518421053,0.140181704,0.964285714,1.5
126,6,2.2,1.75,3.5,1.535714286,2.8,-0.518421053,0.140181704,0.214285714,-0.6
126,7,2.2,2,3.5,1.535714286,2.8,-0.518421053,0.140181704,0.464285714,-0.6
127,0,3.3,2.25,2,1.75,2.25,0.981578947,0.354467419,0.5,1.05
127,1,2.4,1,2,1.75,2.25,0.981578947,0.354467419,-0.75,0.15
127,2,1.8,1.75,2,1.75,2.25,0.981578947,0.354467419,0,-0.45
127,3,2,1.75,2,1.75,2.25,0.981578947,0.354467419,0,-0.25
127,4,2.8,2.25,2,1.75,2.25,0.981578947,0.354467419,0.5,0.55
127,7,1.2,1.5,2,1.75,2.25,0.981578947,0.354467419,-0.25,-1.05
128,0,4.4,2.75,4.5,2.25,3.8,-1.518421053,0.854467419,0.5,0.6
128,1,3.2,1.75,4.5,2.25,3.8,-1.518421053,0.854467419,-0.5,-0.6
129,0,2,1.75,3,1.071428571,2.042857143,-0.018421053,-0.32410401,0.678571429,-0.042857143
129,1,1.8,1,3,1.071428571,2.042857143,-0.018421053,-0.32410401,-0.071428571,-0.242857143
129,2,1.8,1,3,1.071428571,2.042857143,-0.018421053,-0.32410401,-0.071428571,-0.242857143
129,3,2.6,1.25,3,1.071428571,2.042857143,-0.018421053,-0.32410401,0.178571429,0.557142857
129,4,2.6,1,3,1.071428571,2.042857143,-0.018421053,-0.32410401,-0.071428571,0.557142857
129,5,1.9,0.75,3,1.071428571,2.042857143,-0.018421053,-0.32410401,-0.321428571,-0.142857143
129,6,1.6,0.75,3,1.071428571,2.042857143,-0.018421053,-0.32410401,-0.321428571,-0.442857143
130,0,3.1,1.25,3.5,1.03125,2.575,-0.518421053,-0.364282581,0.21875,0.525
130,1,3.3,1.75,3.5,1.03125,2.575,-0.518421053,-0.364282581,0.71875,0.725
130,2,2,0.5,3.5,1.03125,2.575,-0.518421053,-0.364282581,-0.53125,-0.575
130,3,2.4,0.5,3.5,1.03125,2.575,-0.518421053,-0.364282581,-0.53125,-0.175
130,4,2,0.5,3.5,1.03125,2.575,-0.518421053,-0.364282581,-0.53125,-0.575
130,5,2.2,1,3.5,1.03125,2.575,-0.518421053,-0.364282581,-0.03125,-0.375
130,6,3.3,1.75,3.5,1.03125,2.575,-0.518421053,-0.364282581,0.71875,0.725
130,7,2.3,1,3.5,1.03125,2.575,-0.518421053,-0.364282581,-0.03125,-0.275
201,0,2.3,1.5,2,1.78125,2.3,0.981578947,0.385717419,-0.28125,0
201,1,1.4,1.25,2,1.78125,2.3,0.981578947,0.385717419,-0.53125,-0.9
201,2,1.5,1.75,2,1.78125,2.3,0.981578947,0.385717419,-0.03125,-0.8
201,3,3,1.75,2,1.78125,2.3,0.981578947,0.385717419,-0.03125,0.7
201,4,2.6,2,2,1.78125,2.3,0.981578947,0.385717419,0.21875,0.3
201,5,2.4,1.75,2,1.78125,2.3,0.981578947,0.385717419,-0.03125,0.1
201,6,2.9,2.25,2,1.78125,2.3,0.981578947,0.385717419,0.46875,0.6
201,7,2.3,2,2,1.78125,2.3,0.981578947,0.385717419,0.21875,0
202,0,3.1,1.75,4,0.71875,2.4375,-1.018421053,-0.676782581,1.03125,0.6625
202,1,3.3,0.5,4,0.71875,2.4375,-1.018421053,-0.676782581,-0.21875,0.8625
202,2,1.9,0.5,4,0.71875,2.4375,-1.018421053,-0.676782581,-0.21875,-0.5375
202,3,2.2,0.5,4,0.71875,2.4375,-1.018421053,-0.676782581,-0.21875,-0.2375
202,4,1.9,0.5,4,0.71875,2.4375,-1.018421053,-0.676782581,-0.21875,-0.5375
202,5,2.2,0.5,4,0.71875,2.4375,-1.018421053,-0.676782581,-0.21875,-0.2375
202,6,2.4,1,4,0.71875,2.4375,-1.018421053,-0.676782581,0.28125,-0.0375
202,7,2.5,0.5,4,0.71875,2.4375,-1.018421053,-0.676782581,-0.21875,0.0625
203,0,1.2,0.75,2,1.375,1.5,0.981578947,-0.020532581,-0.625,-0.3
203,1,1.1,0.5,2,1.375,1.5,0.981578947,-0.020532581,-0.875,-0.4
203,2,1.1,1.5,2,1.375,1.5,0.981578947,-0.020532581,0.125,-0.4
203,3,1.1,0.75,2,1.375,1.5,0.981578947,-0.020532581,-0.625,-0.4
203,4,1.6,1.75,2,1.375,1.5,0.981578947,-0.020532581,0.375,0.1
203,5,3.6,3,2,1.375,1.5,0.981578947,-0.020532581,1.625,2.1
203,6,1.3,1.25,2,1.375,1.5,0.981578947,-0.020532581,-0.125,-0.2
203,7,1,1.5,2,1.375,1.5,0.981578947,-0.020532581,0.125,-0.5
204,0,3.6,2,2.5,1.75,3.3875,0.481578947,0.354467419,0.25,0.2125
204,1,3,1.5,2.5,1.75,3.3875,0.481578947,0.354467419,-0.25,-0.3875
204,2,3.2,2,2.5,1.75,3.3875,0.481578947,0.354467419,0.25,-0.1875
204,3,5.6,3.75,2.5,1.75,3.3875,0.481578947,0.354467419,2,2.2125
204,4,2.8,0.5,2.5,1.75,3.3875,0.481578947,0.354467419,-1.25,-0.5875
204,5,1.9,1.25,2.5,1.75,3.3875,0.481578947,0.354467419,-0.5,-1.4875
204,6,3.1,1.25,2.5,1.75,3.3875,0.481578947,0.354467419,-0.5,-0.2875
204,7,3.9,1.75,2.5,1.75,3.3875,0.481578947,0.354467419,0,0.5125
205,0,3.3,1,2.5,1.65625,3.4375,0.481578947,0.260717419,-0.65625,-0.1375
205,1,3,1.75,2.5,1.65625,3.4375,0.481578947,0.260717419,0.09375,-0.4375
205,2,3.6,2,2.5,1.65625,3.4375,0.481578947,0.260717419,0.34375,0.1625
205,3,3.6,1.75,2.5,1.65625,3.4375,0.481578947,0.260717419,0.09375,0.1625
205,4,4.2,1.75,2.5,1.65625,3.4375,0.481578947,0.260717419,0.09375,0.7625
205,5,2.5,1.5,2.5,1.65625,3.4375,0.481578947,0.260717419,-0.15625,-0.9375
205,6,4.2,2.25,2.5,1.65625,3.4375,0.481578947,0.260717419,0.59375,0.7625
205,7,3.1,1.25,2.5,1.65625,3.4375,0.481578947,0.260717419,-0.40625,-0.3375
206,0,2.5,2,3,1.1875,2.721875,-0.018421053,-0.208032581,0.8125,-0.221875
206,1,2.3,2,3,1.1875,2.721875,-0.018421053,-0.208032581,0.8125,-0.421875
206,2,3.1,1,3,1.1875,2.721875,-0.018421053,-0.208032581,-0.1875,0.378125
206,3,3.3,1.25,3,1.1875,2.721875,-0.018421053,-0.208032581,0.0625,0.578125
206,4,2.875,1.25,3,1.1875,2.721875,-0.018421053,-0.208032581,0.0625,0.153125
206,5,1.9,0.5,3,1.1875,2.721875,-0.018421053,-0.208032581,-0.6875,-0.821875
206,6,2,0.5,3,1.1875,2.721875,-0.018421053,-0.208032581,-0.6875,-0.721875
206,7,3.8,1,3,1.1875,2.721875,-0.018421053,-0.208032581,-0.1875,1.078125
207,0,3.1,1.25,4,1.75,3.371428571,-1.018421053,0.354467419,-0.5,-0.271428571
207,1,3.5,1.75,4,1.75,3.371428571,-1.018421053,0.354467419,0,0.128571429
207,2,3.6,1.25,4,1.75,3.371428571,-1.018421053,0.354467419,-0.5,0.228571429
207,3,2.2,1.5,4,1.75,3.371428571,-1.018421053,0.354467419,-0.25,-1.171428571
207,4,4.5,2.5,4,1.75,3.371428571,-1.018421053,0.354467419,0.75,1.128571429
207,5,3.4,2,4,1.75,3.371428571,-1.018421053,0.354467419,0.25,0.028571429
207,6,3.3,2,4,1.75,3.371428571,-1.018421053,0.354467419,0.25,-0.071428571
208,0,1.6,1.25,4,0.4375,1.5125,-1.018421053,-0.958032581,0.8125,0.0875
208,1,1.3,0.25,4,0.4375,1.5125,-1.018421053,-0.958032581,-0.1875,-0.2125
208,2,2.1,0.75,4,0.4375,1.5125,-1.018421053,-0.958032581,0.3125,0.5875
208,3,1.5,0,4,0.4375,1.5125,-1.018421053,-0.958032581,-0.4375,-0.0125
208,4,1.9,0.75,4,0.4375,1.5125,-1.018421053,-0.958032581,0.3125,0.3875
208,5,1.2,0,4,0.4375,1.5125,-1.018421053,-0.958032581,-0.4375,-0.3125
208,6,1.2,0.25,4,0.4375,1.5125,-1.018421053,-0.958032581,-0.1875,-0.3125
208,7,1.3,0.25,4,0.4375,1.5125,-1.018421053,-0.958032581,-0.1875,-0.2125
209,0,3.4,1.25,3,1.34375,3.375,-0.018421053,-0.051782581,-0.09375,0.025
209,1,3,1.75,3,1.34375,3.375,-0.018421053,-0.051782581,0.40625,-0.375
209,2,3.9,1.5,3,1.34375,3.375,-0.018421053,-0.051782581,0.15625,0.525
209,3,3.4,1.75,3,1.34375,3.375,-0.018421053,-0.051782581,0.40625,0.025
209,4,3,1.5,3,1.34375,3.375,-0.018421053,-0.051782581,0.15625,-0.375
209,5,3.3,1.25,3,1.34375,3.375,-0.018421053,-0.051782581,-0.09375,-0.075
209,6,2.9,0.75,3,1.34375,3.375,-0.018421053,-0.051782581,-0.59375,-0.475
209,7,4.1,1,3,1.34375,3.375,-0.018421053,-0.051782581,-0.34375,0.725
210,0,1.6,1.5,2.5,0.928571429,1.5,0.481578947,-0.466961153,0.571428571,0.1
210,1,2,1,2.5,0.928571429,1.5,0.481578947,-0.466961153,0.071428571,0.5
210,3,1.2,0.5,2.5,0.928571429,1.5,0.481578947,-0.466961153,-0.428571429,-0.3
210,4,1.4,0.5,2.5,0.928571429,1.5,0.481578947,-0.466961153,-0.428571429,-0.1
210,5,1.2,0.75,2.5,0.928571429,1.5,0.481578947,-0.466961153,-0.178571429,-0.3
210,6,1.7,1.25,2.5,0.928571429,1.5,0.481578947,-0.466961153,0.321428571,0.2
210,7,1.4,1,2.5,0.928571429,1.5,0.481578947,-0.466961153,0.071428571,-0.1
211,0,2.2,1.25,3,1.03125,1.7625,-0.018421053,-0.364282581,0.21875,0.4375
211,1,1.8,1,3,1.03125,1.7625,-0.018421053,-0.364282581,-0.03125,0.0375
211,2,1.6,1,3,1.03125,1.7625,-0.018421053,-0.364282581,-0.03125,-0.1625
211,3,1.5,0.75,3,1.03125,1.7625,-0.018421053,-0.364282581,-0.28125,-0.2625
