"","ID","mastery","performance","confidence"
"111",111,4.96655298543804,2.17634656278559,5.59084340322546
"112",112,3.14001841580315,2.5674361586176,4.39646857197787
"113",113,4.16400257018305,2.32834295096906,5.27818420049543
"114",114,4.44688889762146,3.1958463961476,4.21056976517514
"115",115,3.88256274905799,2.03642380632891,2.14155051689967
"116",116,4.36785200576246,1.52937738649073,5.61820824471548
"117",117,3.90881657526545,3.87082483490929,8.59824161211334
"118",118,4.55233844348543,2.205730299446,3.71054439991344
"119",119,4.81844309256894,2.5806550456231,2.1605514288224
"120",120,4.73130082513458,3.10998589241463,5.03319808011991
"121",121,4.22699724720884,1.96601098110418,5.55200148280928
"122",122,4.13433998805195,3.13971288008751,2.9182441900714
"123",123,4.19722263810781,2.12300338038283,5.85564389918996
"124",124,4.08695048952164,2.97060896735445,6.54151068467322
"125",125,4.56736092514401,2.40821236917141,6.87847159961363
"126",126,4.01875489531368,2.57396700999899,0.780754178711263
"127",127,4.57063140000762,2.88152445829049,4.26599534412014
"128",128,4.11020119845002,2.59544314037986,7.00430189808991
"129",129,3.33088101900119,1.86905891743334,4.92494141984254
"130",130,4.7227559296515,2.76461566347803,8.00569989637133
"131",131,3.84954669245608,2.54177809202506,5.3973250171324
"132",132,3.2038271615082,1.8659176690229,2.95666769618007
"133",133,2.89919865800781,2.92738621261203,4.95039264927115
"134",134,4.31944949197479,1.58417004263849,3.14048306052732
"135",135,3.85996079319383,1.77191628806108,6.05160102917206
"136",136,5.22569251034995,1.35458846549272,4.48038549825962
"137",137,3.07274545883555,2.49181337860534,2.0756200170398
"138",138,3.87006668051885,2.04299407150364,4.61284162818636
"139",139,4.26432241498171,1.10060480809177,5.2224515313746
"140",140,3.50712658306578,2.14853691911404,5.89059734166988
"141",141,3.77924709949146,2.72097696450485,2.40059149587896
"142",142,4.53571114822644,1.842295267972,6.71108366456882
"143",143,3.03498796062806,2.0105007090048,3.08980141989427
"144",144,3.90446081493408,2.85123222857981,3.20575103094797
"145",145,4.09657802410259,1.27694691927396,6.80960150824865
"146",146,2.79666082780827,2.29656438275415,1.90887076590868
"147",147,5.4708791043236,3.62875319447809,7.76046672142232
"148",148,2.86192356589182,2.65492339027487,1.54165993853357
"149",149,3.63627928413193,2.25931961310938,-0.522322841065485
"150",150,3.70608170244519,1.52949526030356,4.47698865389372
"151",151,3.18179385152746,0.844380645625855,4.94575594723141
"152",152,3.36924730830995,0.961973129539499,4.57948590055458
"153",153,4.83316380429691,1.6712997182465,6.97888161379391
"154",154,4.29396801612601,2.89554318901351,3.90402703870735
"155",155,4.97854816977393,2.25619047322643,5.65836990702695
"156",156,3.37534518205175,2.7172970517524,3.41208652455961
"157",157,3.729151097601,1.71993810464022,3.00661365896295
"158",158,5.34511917937627,2.22067721060549,3.41642291609337
"159",159,4.22753783466093,1.98601180520265,3.82162603564732
"160",160,4.03951727042684,3.27945473905887,4.70825384475633
"161",161,4.40000344043655,2.23897250312787,5.02210869535964
"162",162,4.07228269789118,1.23221320344981,2.44794697249149
"163",163,3.26490031149464,2.25524833843065,1.25427500900769
"164",164,3.6850010285666,1.84516337800587,3.16310565077679
"165",165,3.32183605329234,1.77271166823371,3.21008647364303
"166",166,4.33261078501603,2.01688618647067,5.91565191173036
"167",167,3.54721945930346,2.28459535359595,4.33472359116253
"168",168,4.15697129053257,2.71103983459187,5.22457763669609
"169",169,4.51559337840041,2.94544117364557,6.34385640431262
"170",170,4.68841084917441,2.2322436290084,4.96923758354619
"171",171,3.63867998026194,2.94277991641938,3.49576929226567
"172",172,4.98281192396267,2.43341839189778,4.19197790927115
"173",173,4.36983320934268,2.51923952619005,2.46579032863231
"174",174,4.69143520685923,2.07939065432191,4.92173431320481
"175",175,3.838696821119,1.48597406938417,2.42368074002958
"176",176,4.54019241030062,2.15176869953979,6.66741117510578
"177",177,3.25235216747514,2.9627296262241,4.2031548164272
"178",178,3.8736082171598,1.48485113043759,3.98529279035107
"179",179,5.9137572817268,1.24867990414523,6.88238783596179
"180",180,3.61882638161362,2.52423950086429,1.62778194322596
"181",181,3.86304153629247,2.82997237010168,4.81441127422751
"182",182,3.27676564660225,2.33125041123804,2.13262864450183
"183",183,4.45135521663711,2.87023576154612,5.72496046510194
"184",184,4.62841588304889,2.42439327090709,6.4356280238846
"185",185,3.06265531418785,3.55831996743913,2.21160199170312
"186",186,3.72978511877155,1.56600782753285,4.6880702408608
"187",187,2.65394993505456,1.09340139645825,4.29610269077922
"188",188,5.61871335876278,1.91180664184519,3.83530891799852
"189",189,3.45296298837376,2.3862807571604,4.81340837295902
"190",190,3.80996762698197,1.87001971391874,7.01447249893496
"191",191,3.82373756693158,2.9172843673657,6.60598047311659
"192",192,3.37356137756375,2.59970719720391,5.38433921370422
"193",193,4.50350197566308,2.29364052843348,3.94857543693686
"194",194,3.73844911940165,2.11835206985703,2.40161999850598
"195",195,3.95510925704215,2.01061715787101,5.7032896040642
"196",196,4.5961892381914,2.26136810866386,8.20864809220904
"197",197,3.5351904247586,2.51050358290739,3.68407260132142
"198",198,4.35636078644161,1.1636764479752,4.38500456934233
"199",199,4.29551215314639,2.47454622952521,5.08160024646926
"200",200,4.5690026788233,1.77331765052862,4.0720832584635
"201",201,4.25404587613823,2.38459537952863,6.71806102600693
"202",202,3.97373764045757,1.66764373606793,3.17640162737393
"203",203,3.01709397786828,2.71136018064933,2.1894024655384
"204",204,4.55288591365062,2.28893039913819,2.58287542491771
"205",205,4.26657498212612,2.0131953798734,3.95705269141553
"206",206,4.61367085241048,2.32641306430707,3.73669447319308
"207",207,3.11356675130722,2.02953877681627,6.53988764757894
"208",208,3.16974666314965,2.27639266476483,6.03840971371033
"209",209,3.73929794604918,2.99101832331339,2.73623453080763
"210",210,3.66897021740267,1.80370337359501,3.65708950400173
"211",211,5.19364325422403,1.69953380975619,6.51463737129656
"212",212,2.98274266500376,3.60765431281734,3.78157126218518
"213",213,4.02619070414824,2.45457986842181,2.76415060204772
"214",214,3.82975340651385,2.06441836095498,2.53799120618327
"215",215,4.82097122974791,2.08122740079941,5.53114878602217
"216",216,3.80557651380377,2.69176215105808,1.87258328297607
"217",217,4.26885203247764,2.37995405278654,3.81375764179341
"218",218,2.92713742838766,2.92294328269949,5.37294819625905
"219",219,4.49158740617352,1.12546085885892,5.93695354466973
"220",220,3.92549468081859,2.15453277518325,7.05121731116709
"221",221,4.78678489730648,2.07279268170599,5.87822380231878
"222",222,3.99327060069455,3.26836924929404,6.47108974379183
"223",223,5.18569213772413,2.67023353499593,7.82139504053362
"224",224,4.0755886595836,2.43383269185192,5.9292623369588
"225",225,4.60823697645774,2.85435226628961,4.93424841009604
"226",226,4.4979018337563,3.55722362219518,3.9388155446252
"227",227,3.80779054088707,1.7395608483988,5.10997164846215
"228",228,3.67502902170435,1.91370345487728,3.28824665386685
"229",229,3.40447105859877,1.15518901448494,4.20875182932648
"230",230,3.48133364188611,3.01194374006419,4.77111061444291
"231",231,4.16777468082832,3.56054740267206,4.54314492581003
"232",232,4.25982126683155,2.74095795092737,3.4776771372926
"233",233,4.44563444118817,2.29401632360026,4.7410712588983
"234",234,3.5433551494094,3.09240548945309,3.01758712736782
"235",235,3.36156360060256,1.98787691143983,2.51019542207843
"236",236,2.89910884777929,3.09514172684669,4.3029671136449
"237",237,4.81125909688793,2.61448042677356,6.95609286008151
"238",238,3.12932798265608,2.56653127634225,4.65237854507434
"239",239,4.58067866666043,1.88492317313135,3.39800919401794
"240",240,4.02909033122588,2.43663830032607,4.2100477877293
"241",241,4.23756143175642,2.2745302100645,3.52551781218329
"242",242,3.76339225862902,2.41216622466425,4.40082478550022
"243",243,4.93338297993749,2.42086439495906,7.0725818815412
"244",244,3.78969546457709,2.3045513147271,5.12049669508272
"245",245,3.60667832078734,1.71121759633052,3.29208260811498
"246",246,4.40283408072887,3.01384352993533,4.81463157295342
"247",247,3.40165059815536,2.1132760131328,3.90559387438412
"248",248,4.18452615302121,2.77837822559682,7.02295473678357
"249",249,3.81994475790622,2.2836101213407,4.83974621422666
"250",250,4.64907731107709,1.39920751234551,1.67570410977042
"251",251,3.98336462483875,3.61190511195395,5.82077029568372
"252",252,4.09558872986456,2.5793882135668,7.40703509386137
"253",253,4.42831919329373,0.88784935126183,4.30787882136972
"254",254,5.3725917429624,2.48337137711873,4.77939353162346
"255",255,4.13558696690399,2.23698199305931,3.98907424871339
"256",256,3.9553560317098,2.85171787505747,3.45987100304599
"257",257,4.20260119078902,1.81026122169909,6.35708510947251
"258",258,4.06143647677126,2.63396811160598,3.92975654530516
"259",259,4.38961128169499,2.41273708652021,6.6775209558518
"260",260,4.1726263823847,3.57973099851665,3.67412341808529
